"ETHNOLOGUE 16 ed                         "						
"Language Name"	"iso"	"Classification"	"No. of Speakers"	"Latitude"	"Longitude"	"Misc."
"K R K"	"xkn"	7	2000	2	115.83	
"Murik K"	"mxr"	61	1120			
"Modang"	"mxd"	61	15300	0.92	115.42	
"Segai"	"sge"	7	2000	1.92	116.58	
"Bukat"	"bvk"	61	400	1.17	113.33	
"Hovongan"	"hov"	71	1000	1.17	114	
"Aoheng"	"pni"	71	2630	1	114	
"Punan Aput"	"pud"	71	370	1.17	115.83	
"Punan Merah"	"puf"	7	137	0.5	115.5	
"Kereho"	"xke"	71	500	0.67	113.67	
"Wahau Kenyah"	"whk"	62	8000	1.58	116.75	"         (NW MP)"
"Long Wat"	"ttw"	81	600	3.85	114.65	
"Sebop K"	"sib"	81	1730	3.4	114.35	
"Uma Lasan"	"xky"	71	2750	2.5	115	
"Uma Lung"	"ulu"	8	3000	3.1	116.75	
"Mainstream K"	"xkl"	7	32000	2	116	
"E Penan"	"pez"	51	6455			
"W"	"pne"	6	3400			
"C Berawan"	"zbc"	41	710	3.85	114.4	
"E B"	"zbe"	7	1100	3.62	114.15	
"W B"	"zbw"	6	720	3.95	114.65	
"Belait"	"beg"	51	1000	4.6	114.33	
"Kiput"	"kyi"	6	2460			
"Lelak"	"llk"	5	-2005			
"Narom"	"nrm"	6	2420	4.42	114	
"Tutong"	"ttg"	6	16600			
"Bintulu"	"bny"	41	4200	3.17	113.03	
"Kelabit"	"kzi"	41	2140	3.67	115.42	
"Lun Bawang"	"lnd"	6	47500	4	115.92	
"Tring"	"tgq"	6	551			
"Lengilu"	"lgi"	61	4	3.67	115.92	
"Putoh"	"put"	61	6000	3.75	116.5	
"Saban"	"snv"	61	1959	3.67	115.67	
"Okolod"	"kqv"	51	4971	4.17	116	
"Keninga Murut"	"kxi"	71	7001			
"Tagal M"	"mvv"	7	15000	4.17	116.17	
"Timugon M"	"tih"	7	7000	5	116	
"Selungai M"	"slg"	71	1240	4.25	116.33	
"Paluan"	"plz"	71	5500			
"Bookan"	"bnb"	61	2764			
"Kalabakan"	"kve"	61	2229			
"Sedurung M"	"srk"	71	350			
"Tidong"	"tid"	71	47000	4	117.75	
"Bolongan"	"blj"	7	30000	3	117.5	
"Sembakung M"	"sbr"	7	5180	4	116.83	
"Punan Tubu"	"puj"	41	2000	3.25	116.5	
"Punan Batu 1"	"pnm"	31	30	2.33	114.67	
"Bukitan"	"bkn"	31	860	1.5	114.67	
"Sian"	"spg"	5	50	2.67	113.85	
"Ukit"	"umi"	5	120	2.37	113.92	
"Kajaman"	"kag"	51	500	2.75	113.9	
"Lahanan"	"lhn"	5	350	2.7	113.9	
"Sekapan"	"skp"	5	750	2.58	113.7	
"C Melanau"	"mel"	41	113280	2.5	111.5	
"Daro-Matu M"	"dro"	5	7600			
"Kanowit-T M"	"kxn"	5	200			
"Sibu M"	"sdx"	5	420			
"Seru"	"szd"	5	-1			
"Basap"	"bdb"	31	15000	-1.17	118.42	
"Sajau B"	"sjb"	4	6000	2.42	117.5	
"Burusu"	"bqr"	41	4350	3.17	117	
"Punan Merap"	"puc"	41	200	3.08	116.33	
"Bah-Biau Pen"	"pna"	41	450			
"Sabah Bisaya"	"bsy"	31	15822			
"Tatana"	"txx"	6	5500	5.5	115.5	
"Brunei B"	"bsb"	61	57600			
"Bonggi"	"bdg"	61	1400	10	123	
"C Dusun"	"dtp"	51	140500	6.1	116.6	
"Sugut D"	"kzs"	7	12225			
"Tambunan D"	"kzt"	7	15553	5.7	116.4	
"Tempasuk D"	"tdu"	7	6000			
"Minokok"	"mqq"	7	1200			
"Kota Mar Tin"	"ktr"	71	1250			
"Kuijau"	"dkr"	61	7910			
"Papar"	"dpp"	61	1000			
"Rungus"	"drg"	61	15000			
"Lotud"	"dtr"	61	5000			
"La-Ki Kadazan"	"dtb"	61	20583			1
"Klias R K"	"kqt"	6	1000			
"Coast K"	"kzj"	6	60000	5.92	117.17	1
"Gana"	"gnq"	61	1000			
"Kota Mar Tal"	"grm"	61	1797			
"Kimaragang"	"kqr"	61	25000			
"Tobilung"	"tgb"	61	8850			
"Dumpas"	"dmv"	51	1078			
"Idaan"	"dbj"	41	5000	5.25	118.83	
"U Kinabatanga"	"dmg"	41	5000			
"Tampias Lobu"	"low"	6	1800			
"Lanas L"	"ruu"	6	2800			
"Abai Sungai"	"abf"	51	500	5.7	117.5	
"Tombonuo"	"txa"	51	10000			
"Yakan"	"yka"	52	107000	6.5	122	"         (SAMA-BAJAW)"
"Inabaknon"	"abx"	21	21400	12.42	124.17	
"Indon Bajau"	"bdl"	41	150000	-4.33	123	
"W Coast B"	"bdr"	6	55000	6.25	116.25	
"Mapun"	"sjm"	61	42470	7	118.5	
"C Sama"	"sml"	51	90027	5.42	120.67	
"S S"	"ssb"	6	319000	4.5	118.5	
"Balangingi"	"sse"	6	84000	6	121.83	
"Pangutaran S"	"slm"	5	35171	6.25	120.58	
"Ampanang"	"apg"	32	30000	-0.83	116.33	"         (BARITO)"
"Tunjung"	"tjg"	41	50000	-1	115.83	
"Dusun Deyah"	"dun"	31	20000	-2	115.58	
"D Malang"	"duq"	5	4500	-0.83	114.92	
"D Witu"	"duw"	6	5000	-1.17	114.92	
"Maanyan"	"mhy"	6	150000	-2	115	
"Paku"	"pku"	6	3500	-1.83	114.92	
"Bushi"	"buc"	41	39000	-12.75	44.26	4
"B Malagasy"	"bhr"	5	600000	-23	45.75	
"SB M"	"bjq"	5	1830000	-22	47.5	
"NB M"	"bmm"	5	1000000	-18.3	49.36	
"M M"	"msh"	5	550000	-22.5	43.6	
"P M"	"plt"	5	7528900	-20	48	4
"S M"	"skg"	5	350000	-21	44.4	
"TM M"	"tdx"	5	1000000	-24.8	45.3	
"Ta M"	"txy"	5	510000	-23.8	47.2	
"A M"	"xmv"	5	330000	-13	49.5	4
"Ts M"	"xmw"	5	1280000	-15.9	48.84	4
"Lawangan"	"lbx"	41	100000	-2	116	
"Tawoyan"	"twy"	5	20000	-1.25	115.33	
"Kohin"	"kkx"	31	8000	2.17	112	
"Ot Dunum"	"otd"	51	78800	-0.5	113	
"Siang"	"sya"	51	60000	-0.33	114.75	
"Bakumpai"	"bkr"	41	100000	-2.5	114.5	
"Ngaju"	"nij"	5	890000	-0.83	113	
"Enggano"	"eno"	22	1500	-5.42	102.25	"         (SUMATRA)"
"Batak Dairi"	"btd"	21	1200000	2.5	98.25	
"B Karo"	"btx"	5	600000	3.25	98.25	
"B Alas-Kluet"	"btz"	5	195000	3.67	97.83	
"B Simalungun"	"bts"	41	1200000	3	99	
"B Toba"	"bbc"	41	2000000	2.5	99	
"B Angkola"	"akb"	5	750000	2	100.5	
"B Mandailing"	"btm"	5	1100000	1	100	
"Nias"	"nia"	31	770000	1	97.75	
"Sikule"	"skh"	4	20000	2.67	96	
"Mentawai"	"mwv"	31	58000	-1.5	99	
"Simeulue"	"smr"	31	30000	2.5	96.25	
"Gayo"	"gay"	32	300000	4.5	97.5	
"Palauan"	"pau"	22	17140	7.5	134.58	"  2      (Pa)"
"Rejang"	"rej"	22	350000	-3.42	102.5	"         (Re)"
"K Blaan"	"bpr"	22	150000	6.17	125	"         (S MINDANAO)"
"S"	"bps"	5	90754	6	125.33	
"Tboli"	"tbl"	41	95323	6.17	124.5	
"Giangan"	"bgi"	41	55040	7	125.33	
"Tiruray"	"tiy"	41	50000	6.75	124.17	
"Agutaynen"	"agn"	32	15000	10.5	119.67	"         (MESO-PHIL)"
"Cal Tagbanwa"	"tbk"	4	10000	12	120	
"Ivatan"	"ivv"	32	35000	20.33	121.83	"         (N PHIL)"
"Ibatan"	"ivb"	5	1350	19.5	122	
"Yami"	"tao"	41	3384	22	121.5	
"Vil Viciosa A"	"dyg"	31	-2000	17.5	120.58	"         (N P)"
"Pampangan"	"pam"	31	1905550	15.33	120.5	"         (N P)"
"Ambala Ayta"	"abc"	41	1657	14.75	120.25	
"Abellen A"	"abp"	5	3000	15.42	120.17	
"Bataan A"	"ayt"	5	500	14.42	120.5	
"Mag-Indi A"	"blx"	5	5000	15	120.25	
"Mag-Anchi A"	"sgb"	5	8200	15	120.25	
"Botolan S"	"sbl"	51	32867	15.25	120.17	
"Tina Sambal"	"xsb"	5	70000	15.5	120.17	
"Bolinao"	"smk"	5	50000	16.33	119.83	
"Sinauna"	"agv"	41	2527	14.58	121.42	
"Alangan"	"alj"	31	7694	13	121	"         (N P)"
"Iraya"	"iry"	51	10000	13.25	120.67	
"Tadyawan"	"tdy"	51	4146	13	121.25	
"Arta"	"atz"	31	15	16.33	121.67	"         (N P)"
"Ilocano"	"ilo"	41	6996600	16	121	
"S Alta"	"agy"	41	1000	15.17	121.08	
"N"	"aqn"	61	200	15.67	121.5	
"Isinai"	"inn"	51	5524	16.33	121.17	
"Binong Itneg"	"itb"	71	7500	17.67	120.92	
"Inlaod I"	"iti"	9	9000	17.67	120.67	
"Maeng I"	"itt"	9	18000	17.33	120.75	
"Masadiit I"	"tis"	9	7500	17.42	120.83	
"Moyaden I"	"ity"	9	12000			
"Banao I"	"bjx"	81	3500			
"U Tan Kalinga"	"kgh"	9	3000	17.17	121.25	
"Mabaka Val K"	"kkg"	9	0	17.58	121.25	
"Madukayang K"	"kmd"	9	1500	17.17	121.5	
"Limos K"	"kmk"	9	20000	17.67	121.25	
"L Tan K"	"kml"	9	11243	17.25	121.25	
"Lubuagan K"	"knb"	9	14003	17.42	121.08	
"S K"	"ksc"	9	13000	17.42	121.33	
"Butbut K"	"kyb"	9	8000	17.25	121.08	
"Balangao"	"blw"	71	21271	17.17	121.17	
"Finallig"	"bkb"	81	5000	17.08	121.17	
"C Bontoc"	"bnc"	10	540000	17.08	120.92	
"Kankanaey"	"kne"	91	150000	16.75	120.58	
"N K"	"xnn"	10	70000	17	120.82	
"Amgan Ifugao"	"ifa"	81	27100	16.83	121	
"Batad I"	"ifb"	9	43000	16.83	121.08	
"Tuwali I"	"ifk"	9	30000	16.67	121.17	1
"Mayoyao I"	"ifu"	9	30000	17	121.33	
"Ilongot"	"ilk"	61	50786	16.33	121.42	
"Ibaloi"	"ibl"	71	111449	16.42	120.67	
"I-Wak"	"iwk"	101	3261	16.25	120.75	
"K-i Kallahan"	"ify"	91	8000	16.67	121	
"Kayapa K"	"kak"	10	15000	16.33	120.83	
"Tinoc K"	"tne"	10	0	16.75	121	
"Karao"	"kyj"	91	1400	16.5	120.83	
"Pangasinan"	"pag"	81	1164586	15.92	120.33	
"Paranan"	"agp"	41	16700	17	122.33	
"Kasiguranin"	"ksn"	6	10000	16.17	122.08	
"Casig Dumag A"	"dgc"	6	606	16.33	122	
"Dupaninan A"	"duo"	6	1200	17.83	122.17	
"Dicamay A"	"duy"	6	-1			
"C Cagay Agta"	"agt"	51	779	17.97	121.83	
"Gaddang"	"gad"	81	30000	16.58	121.17	
"Gadang"	"gdg"	8	6000	17.17	121.42	
"Faire Atta"	"azt"	71	300	17.92	121.42	
"Pudtol A"	"atp"	7	711	18.25	121.42	
"Pamplona A"	"att"	7	1000	18.42	121.25	
"Ibanag"	"ibg"	7	500000	17.5	121.67	1
"Itawit"	"itv"	71	134126	17.75	121.5	
"Yogad"	"yog"	71	16043	16.67	121.75	1
"Isnag"	"isd"	61	30000	18.25	121	
"Adasen"	"tiu"	71	4000	17.83	121	
"Umira Dumag A"	"due"	31	3000	15.25	121.5	"         (N P)"
"Camarines N A"	"abd"	5	150	14.17	122.83	
"Alabat I A"	"dul"	5	30	14.17	122	
"Batak"	"bya"	42	200	10.25	119.08	"  4      (MESO-PHIL)"
"C Palawano"	"plc"	51	12000	9.17	118	
"SW"	"plv"	5	12000	8.67	117.33	
"BP"	"plw"	5	14367	8.83	117.92	
"Molbog"	"pwm"	5	13680	8	117.08	
"Tagbanwa"	"tbw"	51	10000	9.5	118.5	
"C T"	"tgt"	5	2000	10.75	119.42	
"Buhid"	"bku"	41	8000	12.67	121.25	"         (M-P)"
"E Tawbuid"	"bnj"	61	7187	12.83	121.17	
"W"	"twb"	6	6809	12.83	121	
"Hanunoo"	"hnn"	51	13020	12.33	121.25	
"Isarog Agta"	"agk"	41	6	13.58	123.33	"         (M-P)"
"Mt Iraya A"	"atl"	8	150	13.42	123.5	
"C Bicolano"	"bcl"	8	2500000	13.33	123.5	
"S Catanduan B"	"bln"	7	85000	13.67	124.25	
"Mt Iriga A"	"agz"	6	1500			
"Albay B"	"bhk"	7	1900907	13.17	123.5	
"Iriga B"	"bto"	7	234361	13.33	123.33	
"N Catanduan B"	"cts"	6	122035	13.92	124.25	
"Bantoanon"	"bno"	51	200000	12.5	122	
"Cebuano"	"ceb"	61	15807260	10	124	
"Ati"	"atk"	61	1500	10.83	122.25	
"Hiligaynon"	"hil"	81	5770000	10.25	123	
"Capiznon"	"cps"	8	638653	11.42	123	
"Masbatenyo"	"msb"	8	350000	12.58	123.58	
"Porohanon"	"prh"	8	23000	10.67	124.42	
"Romblomanon"	"rol"	71	200000	12.42	122.42	
"Masbate Sorso"	"bks"	71	85000	12.92	124	
"Waray S"	"srv"	81	185000	12.58	124	
"Waray-Waray"	"war"	81	2570000	12	125	
"Butuanon"	"btw"	61	34547	9	125.33	
"Tausug"	"tsg"	81	1062000	6	121	
"Surigaonon"	"sul"	71	344974	9	126	
"Inakeanon"	"akl"	61	394545	11.58	122.33	
"Malaynon"	"mlz"	8	8500	11.83	121.92	
"Caluyanun"	"clu"	7	30000	12	121.42	
"Inonhan"	"loc"	7	85829	12.33	121.33	
"Kinaray-A"	"krj"	71	377529	10.83	122.33	
"Cuyonon"	"cyo"	71	123384	10.33	119.5	
"Ratagnon"	"btn"	8	2	12.17	121.17	
"Mamanwa"	"mmn"	51	5152	9.42	125.5	
"Davawenyo"	"daw"	51	147279	7.5	126.42	
"Karag Mandaya"	"mry"	61	3000	7.5	126.42	
"Cataelano M"	"mst"	7	19000	7.83	126.33	
"Sangab M"	"myt"	8	7565	7.33	126.5	
"Mansaka"	"msk"	8	57761	7	126.17	
"Kalagan"	"kqe"	6	21402	6.83	125.17	1
"Tagakaulu K"	"klg"	7	83000	6.42	125.42	
"Kagan K"	"kll"	7	6000	7.08	125.58	
"Kamayo"	"kyk"	61	7565	8.08	126.25	
"Tagalog"	"tgl"	51	23853200	15	121	
"Filipino"	"fil"	6	25000000			
"Ata"	"atm"	51	4			
"Sorsogon Ayta"	"ays"	51	18	13	124.17	
"Tayabas A"	"ayy"	51	-1			
"Karolanos"	"kyn"	51	15131			
"Magahat"	"mtw"	51	7565	9.5	122.75	
"Sulod"	"srg"	51	14000	11.25	122.5	
"Magindanao"	"mdh"	42	1000000	6.83	124.5	"         (SOUTHERN PHIL)"
"Maranao"	"mrw"	51	776169	7.83	124.25	
"Iranun"	"ill"	6	0	6.35	116.43	
"Dibab Manobo"	"mbd"	41	10000	7.83	126	"         (S P)"
"Raj Kab M"	"mqk"	7	7565	8.33	126.17	
"Agusan M"	"msm"	7	60000	9	126	
"W Bukidnon M"	"mbb"	61	19034	7.67	124.83	
"Ilianen M"	"mbi"	7	14609	7.33	124.83	
"Ata M"	"atd"	61	26653	7.67	125.5	
"Matigsalug M"	"mbt"	81	30000	7.67	125.08	
"Obo M"	"obo"	71	60000	7.25	125.17	
"Binukid"	"bkd"	51	100000	8.25	124.83	
"Higaonon"	"mba"	6	30000	8.67	125	
"Kagayanen"	"cgc"	61	30000	10.5	119.83	
"Cinam Manobo"	"mkx"	61	60000	9.17	124.67	
"Tagabawa"	"bgs"	51	43000	7	125.08	
"Sarangani M"	"mbs"	61	58000	5.83	125.42	
"Cotabato M"	"mta"	61	30000	6.08	124.83	
"Lapu Subanun"	"laa"	41	25000			
"N S"	"stb"	5	10000	8.58	123.5	
"C S"	"syb"	5	140011	8	123	
"Kolibugan S"	"skn"	5	20000	7.33	122.08	
"W S"	"suc"	5	75000	7.67	122.33	
"Bolango"	"bld"	42	18500	0.42	124	"         (SULAWESI)"
"Buol"	"blf"	61	75000	1	121.5	
"Bintauna"	"bne"	61	12000	0.75	123.5	
"Gorontalo"	"gor"	61	900000	0.5	122	
"Kaidipang"	"kzp"	61	25700	0.83	123.17	
"Lolak"	"llq"	61	3000	0.92	124.08	
"Suwawa"	"swu"	61	21000	0.5	123.33	
"Mongondow"	"mog"	51	900000	0.67	124	
"Ponosakan"	"pns"	6	3000	0.92	124.58	
"Tondano"	"tdn"	31	80000	1.25	125	
"Tombulu"	"tom"	61	60000	1.42	124.75	
"Tonsea"	"txs"	61	90000	1.5	125.08	
"Tontemboan"	"tnt"	51	150000	1.08	124.5	
"Tonsawang"	"tnw"	41	20000	1	124.58	
"Sangir"	"sxn"	31	255000	3.5	125.5	
"Sangil"	"snl"	5	15000	5.42	125.33	
"Bantik"	"bnq"	41	11000	1.42	124.75	
"Ratahan"	"rth"	51	30000	1.08	124.83	
"Talaud"	"tld"	51	60000	4.25	126.75	
"Bugis"	"bug"	21	3500000	-4	120	"         (S SULAWESI)"
"Campalagian"	"cml"	3	30000	-3.42	119.17	
"Embaloh"	"emb"	31	10000	1.17	112.33	
"Taman"	"tmn"	4	30000	0.92	113.08	
"Lemolang"	"ley"	31	2000	-2.58	120.25	
"Bentong"	"bnu"	31	25000	-4.83	119.83	
"Makasar"	"mak"	41	1600000	-5.42	119.58	
"Coast Konjo"	"kjc"	4	125000	-5.47	120.33	
"Highland K"	"kjk"	4	150000	-5.33	119.83	
"Selayar"	"sly"	4	90000	-6	120.5	
"Mamuju"	"mqx"	31	60000	-2.33	119	
"Mandar"	"mdr"	41	200000	-3.42	119.08	
"Malimpung"	"mli"	41	5000	-3.67	119.75	
"Duri"	"mvp"	5	95000	-3.42	119.83	1
"Enrekang"	"ptt"	5	50000	-3.58	119.58	
"Maiwa"	"wmm"	5	50000	-3.75	120	
"Aralle-Tabul"	"atq"	41	12000	-2.75	119.25	
"Bambam"	"ptu"	5	22000	-3.08	119.08	
"Ulumanda"	"ulm"	5	30000	-2.92	119	
"Dakka"	"dkk"	5	1500	-3.42	119.17	
"Pannei"	"pnc"	5	9000	-3.25	119.17	
"Kalumpang"	"kli"	41	12000	-2.42	119.33	
"Mamasa"	"mqj"	5	100000	-3.08	119.67	
"Tae"	"rob"	5	250000	-2.58	120.17	
"Toraja-Sadan"	"sda"	5	500000	-3	119.75	
"Talondo"	"tln"	5	400	-2.5	119.33	
"Toala"	"tlz"	5	30000	-3	120.33	
"Budong-Budon"	"bdx"	31	70	-2.08	119.33	
"Panasuan"	"psn"	51	800	-2.25	119.58	
"Seko Tengah"	"sko"	41	2500	-2.17	119.83	
"S Padang"	"skx"	4	5000	-2.17	120	
"Balantak"	"blz"	21	30000	-0.83	123.25	"         (CELEBIC)"
"Banggai"	"bgz"	61	125000	-1.42	123.17	
"Andio"	"bzb"	51	1700	-0.92	123.17	
"Bobongko"	"bgb"	61	1500	-0.4	121.85	
"Saluan"	"loe"	71	74000	-1	122.5	
"Batui"	"zbt"	7	2900	-1.25	122.5	
"Bungku"	"bkz"	41	21500	-3.92	122.5	
"Bahonsuai"	"bsu"	8	200	-2.17	121.67	
"Kulisusu"	"vkl"	8	22000	-4.67	123	
"Koroni"	"xkq"	9	500	-4.58	122.92	
"Taloki"	"tlk"	9	500	-4.67	122.83	
"Wawonii"	"wow"	8	22000	-4.08	123.17	
"Mori Bawah"	"xmz"	8	16098	-2.08	121.25	
"Moronene"	"mqn"	7	37000	-5.25	122	
"Mori Atas"	"mzq"	61	16098	-2.33	121	
"Padoe"	"pdo"	8	6000	-2.33	121.33	
"Tomadino"	"tdi"	81	600	-2.67	122	
"Tolaki"	"lbw"	71	281000	-4	122	
"Waru"	"wru"	8	350	-3.08	121.83	
"Rahambuu"	"raz"	81	5000	-3.67	121	
"Kodeoha"	"vko"	8	1500	-3.5	120.92	
"Lasalimu"	"llm"	51	1700	-5.17	123.08	
"Kumbewaha"	"xks"	91	3400	-5.42	123.17	
"Cia-Cia"	"cia"	81	79000	-5.6	122.75	
"Busoa"	"bup"	71	2300	-5.58	122.58	
"Liabuku"	"lix"	81	75	-5.42	122.75	
"Muna"	"mnb"	10	300000	-5	122.5	
"Pancana"	"pnp"	10	6000	-5.25	123	
"Kioko"	"ues"	10	1000	-4.92	122.92	
"Kaimbulawa"	"zka"	91	2200	-5.67	122.5	
"Tukangbesi S"	"bhq"	61	130000	-5.5	123.5	
"N"	"khc"	7	120000	-5.5	123.67	
"Bonerate"	"bna"	7	9500	-7.42	121.17	
"Baras"	"brs"	31	250	-1.5	119.42	
"Daa Kaili"	"kzf"	6	35000	-1	119.58	
"Ledo K"	"lew"	6	233500	-1.17	120	
"Unde K"	"unz"	6	20000	-0.83	119.67	
"Moma"	"myl"	6	5500	-1.33	120	
"Lindu"	"klw"	6	2000	-1.25	120	
"Topoiyo"	"toy"	61	2000	-2.08	119.33	
"Sedoa"	"tvw"	61	600	-1.33	120.42	
"Pamona"	"pmf"	51	106000	-1.75	120.83	
"Tombalela"	"ttp"	6	1100	-2.5	121.93	
"Bada"	"bhz"	41	10000	-1.67	120.33	
"Behoa"	"bep"	6	8000	-1.58	120.42	
"Napu"	"npy"	61	6000	-1.33	120.42	
"Rampi"	"lje"	51	8000	-2.08	120.33	
"Uma"	"ppk"	51	20000	-1.83	120	
"Sarudu"	"sdu"	5	4000	-1.67	119.33	
"Boano"	"bzl"	31	2700	0.5	121	
"Totoli"	"txe"	5	25000	1.17	120.83	
"Dondo"	"dok"	41	13000	0.83	120.67	
"Lauje"	"law"	6	44000	-0.5	120	
"Tomini"	"txm"	6	30000	0.58	120.83	
"Balaesang"	"bls"	51	3200	-0.08	119.67	
"Dampelas"	"dms"	61	10300	0.5	120	
"Taje"	"pee"	61	350	-0.58	120	
"Tajio"	"tdj"	61	12000	-0.17	120	
"Pendau"	"ums"	61	4500	0.17	120	
"Kalao"	"kly"	31	500	-7.92	121.75	
"Laiyolo"	"lji"	5	800	-6.42	120.5	
"Kamaru"	"kgx"	41	3500	-5.17	123	
"Wolio"	"wlo"	51	65000	-5.5	122.75	
"Wotu"	"wtw"	41	5000	-2.67	120.92	
"Nasal"	"nsy"	22	6000			
"Aka-Bea"	"abj"	3	-1	11.67	92.5	"         ANDAMANESE"
"Akar-Bale"	"acl"	3	-1	12	93	
"Aka-Kede"	"akx"	3	-1	12.75	92.75	
"Aka-Kol"	"aky"	3	-1	12.25	92.9	
"A-Pucikwar"	"apq"	3	10	12	92.67	
"Oko-Juwoi"	"okj"	3	-1	12.5	92.8	
"Aka-Cari"	"aci"	2	-1	13.5	93	
"Aka-Kora"	"ack"	3	-1	13.4	93	
"Aka-Jeru"	"akj"	3	-1	13.1	92.9	
"Aka-Bo"	"akm"	3	-1	13.25	93	
"Jarawa"	"anq"	13	250	12	92.58	"         (S)"
"Onge"	"oon"	2	94	10.75	92.42	
"Sentinel"	"std"	2	101	11.55	92.25	
"Kenaboi"	"xbn"	3	-1	2.37	102.23	"         Ken"
"Amto"	"amt"	3	300	-4.08	141.33	"         AMTO-MUSAN"
"Siawi"	"mmp"	11	220	-4	141.42	3
"Meyah"	"mej"	3	14783	-1.17	133.5	"         E BIRD'S HEAD-SENTANI"
"Moskona"	"mtj"	3	8000	-1.75	133	
"Manikion"	"mnx"	21	12000	-1.5	134	
"Burmeso"	"bzu"	13	250	-2.5	138.25	"         (Bur)"
"Sowari"	"dmy"	13	1300	-2.33	140.17	"         (SENTANI)"
"Nafri"	"nxx"	21	1630	-2.58	140.75	
"Sentani"	"set"	31	30000	-2.58	140.58	
"Tabla"	"tnm"	31	3750	-2.45	140.42	
"Terei"	"buo"	3	26500	-6.75	155.75	"         S BOUGAINVILLE"
"Uisai"	"uis"	2	2500	-6.67	155.75	
"Siwai"	"siw"	21	6600	-6.62	155.42	
"Naasioi"	"nas"	11	20000	-6.33	155.58	3
"Koromira"	"kqj"	2	2500	-6.5	155.83	3
"Daantanai"	"lni"	2	600	-6.5	155.83	
"Ounge"	"oue"	2	1000	-6.42	155.75	
"Simeku"	"smz"	2	3000	-6.25	155.42	
"Sibe"	"nco"	21	5000	-6.5	155.33	
"Ramopa"	"kjx"	3	1000	-6	154.92	"         N BOUGAINVILLE"
"Rapoisi"	"kyx"	11	3500	-5.83	154.83	
"Askopan"	"eiv"	11	1200	-6.25	155.25	
"Rotokas"	"roo"	21	4320	-6	155.17	3
"Anem"	"anz"	3	550	-5.58	149.08	"         YELE-W NEW BRITAIN (Ane)"
"Pele-Ata"	"ata"	23	2000	-5.67	151	"         (Wasi)"
"Yele"	"yle"	13	3750	-11.37	154.17	"  3      (Yel)"
"Qaqet"	"byx"	3	6350	-4.58	152	"         E NEW BRITAIN"
"Kairak"	"ckr"	2	750	-4.33	152.33	
"Makolkol"	"zmh"	2	-2003	-5	151.83	
"Mali"	"gcc"	2	2200	-4.83	152.25	
"Simbali"	"smg"	2	387	-4.83	152	
"Ura"	"uro"	2	1900	-4.58	152	
"Taulil"	"tuh"	12	800	-4.42	152.08	
"Kol"	"kol"	3	4000	-5.17	151.75	"  2      Kol"
"Kuot"	"kto"	3	2400	-3.05	151.5	"         Kut"
"Sulka"	"sua"	3	2500	-5.08	151.92	"         Sul"
"Bilua"	"blb"	3	8740	-7.75	156.67	"         C SOLOMONS (Bil)"
"Lavukalave"	"lvk"	13	1783	-9.08	159.2	"         (Lav)"
"Savosavo"	"svs"	13	2415	-9.13	159.8	"         (Sav)"
"Touo"	"tqu"	13	1874	-8.67	157.5	"         (Tou)"
"Milki"	"rmh"	3	290	-4.2	140.8	"         Mil"
"Anasi"	"bpo"	3	2000	-1.75	137.67	"         E GEELVINK BAY"
"Barapasi"	"brp"	11	2500	-2.33	137	
"Kofei"	"kpi"	1	100	-2.33	136.83	
"Sauri"	"srt"	1	100	-2.33	136.75	
"Burate"	"bti"	11	100	-2.25	136	
"Bauzi"	"bvz"	11	1500	-2.5	137.5	
"Demisa"	"dei"	21	400	-2.58	136.75	
"Nisa"	"njs"	11	500	-2	137.58	
"Tefaro"	"tfo"	11	100	-2.33	136.75	
"Tunggare"	"trt"	11	500	-3.33	135.5	
"Woria"	"wor"	11	6	-2.42	136.5	
"Awera"	"awr"	3	70	-2.75	136	"         LAKES PLAIN"
"Rasawa"	"rac"	11	200	-2.42	136.33	
"Saponi"	"spi"	21	4	-2.42	136.5	
"Foau"	"flh"	12	232	-3	139.17	
"Diebroud"	"tbp"	21	140			
"Duvle"	"duv"	11	933	-3.25	137.92	
"Edopi"	"dbf"	22	1000	-3.08	137.33	3
"Iau"	"tmu"	3	600	-3.17	137.5	
"Obokutai"	"afz"	21	120	-3	138	3
"Eritai"	"ert"	3	530	-2.67	138	3
"Biritai"	"bqq"	31	250	-2.92	137.67	3
"Kwerisa"	"kkb"	31	32	-3	138	
"Papasena"	"pas"	31	400	-2.83	138.58	
"Kaiy"	"tcq"	31	220	-3	138.17	
"Doutai"	"tds"	31	70	-3.33	138.17	
"Sikaritai"	"tty"	31	800	-2.92	138.25	
"Waritai"	"wbe"	31	150	-3.25	138.5	
"Fayu"	"fau"	21	350	-3	136.83	
"Kirikiri"	"kiy"	31	250	-3	137.17	3
"Tause"	"tad"	31	300	-2.83	137	
"Baibai"	"bbf"	3	345	-3.42	141.33	"         ARAI-KWOMTARI"
"Fas"	"fqs"	31	2500	-3.08	141.67	3
"Guriaso"	"grx"	22	162	-3.5	141.58	
"Kwomtari"	"kwo"	32	600	-3.5	141.5	
"Nai"	"bio"	21	595	-3.75	141.25	
"Pyu"	"pby"	22	100	-4.42	141	
"Ama"	"amm"	13	475	-4.17	141.67	"  3      (LEFT MAY)"
"Bo"	"bpw"	21	85	-4.33	141.5	
"Iteri"	"itr"	21	475	-4.17	141.5	
"Nimo"	"niw"	21	350	-4.33	141.58	
"Nakwi"	"nax"	2	275	-4.25	141.75	
